video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
avPZnisa5IY,【雑談】一緒に年越ししよ～！花火＆同時視聴＆マシュマロ返しつつまったり～【椎名唯華/にじさんじ】,2020-12-31,10426,2h 53m 46s,10308,1381,0.9886821408018416,847,31,21,88,100,221,73
GbEpLHjvZh0,【minecraft】年越しにじ鯖！花火でもあげるか～(・ω・)ノ【にじさんじ/椎名唯華】,2020-12-31,6688,1h 51m 28s,3204,631,0.47906698564593303,343,10,12,31,48,130,57
q3eM0bbWZ9o,１０分でわかる椎名唯華in2020※いつもはおとなしいです【にじさんじ】,2020-12-31,812,0h 13m 32s,1658,398,2.041871921182266,186,8,7,24,35,95,43
IKQk3SlBHwE,【マリオギャラクシー】年末暇やろ～？？クリア耐久だ！！！！後半【にじさんじ/椎名唯華】,2020-12-31,5459,1h 30m 59s,3690,1016,0.6759479758197472,723,14,8,52,47,127,45
fUBGP15KFpE,【マリオギャラクシー】年末暇やろ～？？クリア耐久だ！！！！！【にじさんじ/椎名唯華】,2020-12-31,40915,11h 21m 55s,20480,2398,0.5005499205670292,1890,29,21,73,104,205,76
9HpN__J67zk,【minecraft】２０２１年の初詣しにきたやつを狩るおみくじ(・ω・)ノ【にじさんじ/椎名唯華】,2020-12-29,8070,2h 14m 30s,4756,1139,0.5893432465923172,815,15,11,50,66,133,49
wNDGNQL1Hmk,【雑談】登録４０万人なりました！！これまでの歴史振り返るかあ～(・ω・)ノ【椎名唯華/にじさんじ】,2020-12-29,6580,1h 49m 40s,6122,1009,0.9303951367781155,612,21,17,51,69,173,66
Lz5xKpYMzAw,【AmongUs】おひさしぶりの宇宙人狼！はじめましてのひとばっかりだ！【椎名唯華 /にじさんじ】,2020-12-28,7505,2h 5m 5s,5441,936,0.7249833444370419,623,17,10,35,54,143,54
vqkQZGg9arY,【APEX】CRカップ♩しぃえぁ～るなんよ【椎名唯華 /にじさんじ】,2020-12-27,12723,3h 32m 3s,5188,745,0.40776546412009745,384,15,12,53,67,161,53
ixn8feXCkHs,【APEX】CRカップ練習～♩しぃえぁ～るなんよ【椎名唯華 /にじさんじ】,2020-12-27,6206,1h 43m 26s,2075,453,0.33435385111182725,233,9,6,31,41,90,43
exQUedzBIQg,【APEX】CRカップ練習～♩しぃえぁ～るなんよ【椎名唯華 /にじさんじ】,2020-12-26,28704,7h 58m 24s,6725,728,0.23428790412486064,438,14,8,42,51,129,46
BzZ2Y8Szbjk,【APEX】CRカップ練習～♩しぃえぁ～るなんよ【椎名唯華 /にじさんじ】,2020-12-25,9917,2h 45m 17s,4006,545,0.4039528083089644,317,10,4,32,40,106,36
1t9pTpc6n6s,【APEX】CRカップ練習～♩しぃえぁ～るなんよ【椎名唯華 /にじさんじ】,2020-12-24,15963,4h 26m 3s,4759,669,0.298126918499029,395,10,6,49,40,123,46
bY9wKlHctSk,【合コン配信】合コンに行ったら会社の同僚がいて気まずい・・・。しかし、飲み直した結果・・・？【椎名唯華/にじさんじ】,2020-12-23,2878,0h 47m 58s,6295,2291,2.1872828353022933,1960,11,15,51,56,147,51
i5QIQNmhILU,【APEX】CRカップ練習！優勝目指して練習会ｗ(・ω・)ノ夜見シスコ【椎名唯華/にじさんじ】,2020-12-20,27137,7h 32m 17s,8542,1076,0.3147731878984412,759,14,11,53,61,130,48
3qnqxQIH3Bw,【マリオカート8DX】第3回マリオカートにじさんじ杯 Fブロック予選【椎名唯華 /にじさんじ】,2020-12-19,19076,5h 17m 56s,9001,1372,0.47184944432795134,918,15,24,67,96,187,65
fFi7piev1jE,【マリオカート8DX】前日に焦るやつ～やばあああああ(;O;)フレンと魔使まお【椎名唯華 /にじさんじ】,2020-12-18,4703,1h 18m 23s,2684,602,0.5706995534765044,346,10,16,28,43,118,41
iUmuxQ7eLGg,【Among us】いっぱいお話したいねっ！＃にじホロ宇宙人狼【椎名唯華/にじさんじ】,2020-12-16,5720,1h 35m 20s,11064,1654,1.9342657342657343,1260,15,24,45,88,174,48
unZcsQGhAjo,【雑談】かわいいと言ってくれ【椎名唯華/にじさんじ】,2020-12-15,3853,1h 4m 13s,13378,3310,3.472099662600571,2721,28,37,55,164,249,56
kooAzWXhCAE,【#りりくら】ミリしらドカポン！ 【椎名唯華/にじさんじ】,2020-12-10,8341,2h 19m 1s,12497,1333,1.4982615993286177,1044,13,16,17,65,178,0
-K-pGH9fYW8,【APEX】CRカップ練習！優勝目指してカジュアルでちゃんぽん！(・ω・)ノ【椎名唯華/にじさんじ】,2020-12-07,19951,5h 32m 31s,8032,1084,0.402586336524485,819,13,15,15,76,146,0
0hZKVzZFS6s,【パニシング：グレイレイヴン】反撃から始まる物語。超爽快アクションRPG　#パニグレ  【椎名唯華/にじさんじ】,2020-12-06,3639,1h 0m 39s,7072,916,1.9433910414949163,599,12,13,27,76,189,0
i0nJX_E2mcg,【雑談】新幹線で爆睡しでだあー((+_+))おつかれさま雑談！【椎名唯華/にじさんじ】,2020-12-05,3671,1h 1m 11s,8414,1169,2.292018523563062,749,31,17,29,125,218,0
KXuDD5uEElU,【雑談】１２月度ゴリスナー総会☆彡忙しいぜ(◎_◎;)【椎名唯華/にじさんじ】,2020-12-01,2651,0h 44m 11s,7530,1143,2.840437570728027,700,22,26,25,120,250,0
hTtalPS0CNw,【雑談】１２月度ゴリスナー総会☆彡忙しいぜ(◎_◎;)【椎名唯華/にじさんじ】,2020-12-01,271,0h 4m 31s,52,51,0.1918819188191882,8,1,5,2,12,23,0
